117,1743,365.77,1125.76,10.00,10.00
117,1741,810.90,1265.92,10.00,10.00
117,1722,838.45,1273.46,10.00,10.00
117,1587,865.52,1282.16,10.00,10.00
117,1489,435.85,1091.84,10.00,10.00
117,1435,424.31,1115.74,10.00,10.00
117,1323,893.18,1290.67,10.00,10.00
117,770,922.12,1299.68,10.00,10.00
118,1743,373.74,1126.64,10.00,10.00
118,1741,805.53,1266.36,10.00,10.00
118,1722,832.76,1274.07,10.00,10.00
118,1587,860.08,1282.97,10.00,10.00
118,1489,431.77,1090.48,10.00,10.00
118,1435,419.58,1115.23,10.00,10.00
118,1323,887.29,1291.72,10.00,10.00
118,770,916.86,1301.15,10.00,10.00
119,1741,800.11,1266.91,10.00,10.00
119,1722,827.02,1274.65,10.00,10.00
119,1587,854.34,1283.85,10.00,10.00
119,1489,427.56,1089.22,10.00,10.00
119,1435,414.08,1115.53,10.00,10.00
119,1323,881.84,1292.75,10.00,10.00
119,770,912.52,1302.78,10.00,10.00
120,1741,794.31,1267.08,10.00,10.00
120,1722,821.40,1275.30,10.00,10.00
120,1587,848.70,1284.72,10.00,10.00
120,1489,423.13,1088.76,10.00,10.00
120,1435,407.48,1116.01,10.00,10.00
120,1323,876.53,1293.83,10.00,10.00
120,770,908.41,1304.59,10.00,10.00
121,1899,297.79,1094.80,10.00,10.00
121,1741,788.57,1267.41,10.00,10.00
121,1722,815.77,1275.76,10.00,10.00
121,1587,843.06,1285.52,10.00,10.00
121,1489,417.89,1089.31,10.00,10.00
121,1435,399.71,1115.79,10.00,10.00
121,1323,871.59,1294.99,10.00,10.00
121,770,905.55,1306.77,10.00,10.00
122,1923,985.51,1338.10,10.00,10.00
122,1899,294.19,1091.49,10.00,10.00
122,1741,783.22,1267.70,10.00,10.00
122,1722,810.26,1276.34,10.00,10.00
122,1587,837.98,1286.41,10.00,10.00
122,1489,412.43,1090.48,10.00,10.00
122,1323,867.60,1296.55,10.00,10.00
122,770,903.34,1309.26,10.00,10.00
123,1923,988.82,1343.17,10.00,10.00
